review_id,business_id,stars,date,text_clean
LnGZB0fjfgeVDVz5IHuEVA,rBdG_23USc7DletfZ11xGA,4.0,2014-08-10 19:41:43,"The hubby and I have been here on multiple occasions and we have loved every part of the meal, every single time. Everyone from the servers to the bartender is very knowledgable about the menu and was able to immediately recommend items I could eat as-is, substitute or delete to make something safe "
u2vzZaOqJ2feRshaaF1doQ,CLEWowfkj-wKYJlQDqT1aw,5.0,2016-03-07 00:02:18,"I go to blow bar to get my brows done by natalie (brow specialist) which i highly recommend she is great does a great job on my eyebrows! But then i got a blow by victoria!! Wow i was impress i have thin, straight, dead hair and she left me with the biggest volume ive ever had!!! Tried another girl "
Xs8Z8lmKkosqW5mw_sVAoA,eFvzHawVJofxSnD7TgbZtg,5.0,2014-11-12 15:30:27,"My absolute favorite cafe in the city. Their black and white latte is probably the best I've ever had (not too sweet and just the right amount of foam), soups are always really good (even for non-soup people) and there's just a lot of space to do work. The noise level is perfect, the music is at a p"
vBK79c3_1Ff_oqkh5VpfGg,nRKndeZLQ3eDL10UMwS2rQ,5.0,2009-10-13 19:49:51,HOLY SMOKES!  actual pumpkin pie mixed in with the frozen custard......are you kidding me? Why hasn't this become a huge sweep the nation treat.   The best part was the chunks of pie crust. Like finding a diamond inside another diamond. Super yummy.
ZVvhc3Go7v5I8XTiVoWmqQ,ut6fi2W2YaipNOqvi7e0jw,3.0,2014-11-12 14:12:20,"Upland is a brewery based out of Bloomington, Indiana that has become popular enough to open up a couple additional locations in central Indiana.  All of their beers are very good, and I am also a fan of their burgers and tenderloins.  Therefore, I was excited to try their pizza, but I don't think i"
J-4NdnDZ0pUQaUEEwDI9KQ,rjuWz_AD3WfXJc03AhIO_w,5.0,2012-12-04 16:46:20,I thoroughly enjoyed the show.  Chill way to spend a Friday night.
eCiWBf1CJ0Zdv1uVarEhhw,vC2qm1y3Au5czBtbhc-DNw,4.0,2013-09-04 03:48:20,"Yes, this is the only sushi place in town. However, it is great when you're craving sushi and don't have time to go somewhere else. The salmon is probably the best fish they have, so we always order salmon. We also love their spicy edamame, tempura, ocean salad, and cabbage salad. Service has always"
lUUhg8ltDsUZ9h0xnwY4Dg,cPepkJeRMtHapc_b2Oe_dw,4.0,2018-07-17 03:30:07,I was really between 3 and 4 stars for this one. I LOVE the 96th street Naked Tchopstix so I was very excited to see this one which is closer to my house. The vibe is totally different as this is geared more to take out although they do have a decent size dining area. You order at the counter and th
qS6kE7CDoDagyPZwmueJaQ,c-IgS6Pk6vMyax7Rbr38eA,4.0,2015-06-08 19:45:48,Went for lunch. Beef brisket sandwich was awesome.   So juicy and tender.    Pulled pork was was just as good!
G_5UczbCBJriUAbxz3J7Tw,x4XdNhp0Xn8lOivzc77J-g,5.0,2013-08-15 15:27:51,Best thai food in the area.  Everything was authentic and delicious.  Will definitely be back again and again.
z0osLHDvXvzfm57D4DmD2Q,S2Ho8yLxhKAa26pBAm6rxA,3.0,2016-11-22 00:22:53,"Service was crappy, and food was mediocre.  I wish I would have picked some other place for my last dinner in town."
DyrAIuKl60j_X8Yrrv-kpg,MWmXGQ98KbRo3vsS5nZhMA,5.0,2014-10-27 02:47:28,I recently had dinner here with my wife over the weekend and could not have been more pleased!   Our meal was excellent! My wife and I were astounded by how quickly our food came out! Everything tasted fresh and homemade which we both appreciated.   The only problem was trying to pick something from
elqRpX9T3YwL07uLNtN3Bg,ltBBYdNzkeKdCNPDAsxwAA,2.0,2015-02-02 04:29:13,"I at least have to give this restaurant two stars due to the decent food. But while on a dinner meeting and after spending $100 on entrées and appetizers, I had to flag down the assistant cook, (the guy in bright red baggy pants watching TV), to see if I could get more avocado for my tuna entrée.  H"
-P5E9BYUaK7s3PwBF5oAyg,bMratNjTG5ZFEA6hVyr-xQ,5.0,2017-02-19 13:32:05,First time there and it was excellent!!! It feels like your are entering someone's home. The waiters there funny and nice. The food come out very quickly and it is phenomenal!!! Definitely will be going back to this place.
YbMyvlDA2W3Py5lTz8VK-A,bbEXAEFr4RYHLlZ-HFssTA,5.0,2017-01-02 03:17:34,"Great burgers,fries and salad!  Burgers have a hint of salt and pepper flavor.  This location is very quaint. They only have outdoor seating  Friendly staff.  Street parking as well as parking lot in the back."
40thYphUgIfvJq17QCfTwA,0pMj5xUAecW9o1P35B0AMw,5.0,2017-05-26 13:10:24,Great staff always helps and always nice. Always clean and huge store size. Stays stocked with everything you need. The staff always helps make my custom breakfast bagel
xdQe2E8jR6pLA07p1aYtKA,X8lfGPagfLzfOsx0k08NRQ,5.0,2017-05-13 14:15:29,"Took my vehicle here for some work a few years ago for a manufacturer recall. Problem went away and then started hearing another noise which I thought was related, but turned out was a completely different issue. Kevin and his mechanic lifted my car right up and fixed the issue FREE OF CHARGE even t"
p198qZsKOMCUhgdtRWsOKQ,8QnuWGVNBhzyYXGSeRdi4g,4.0,2013-10-24 19:24:33,"After my ROTD  yesterday of a different Sweet CeCe's location, I realized that I had never reviewed my local source!  Anyway, I love the product.  Love love love.  And I usually like their selection of toppings - good mix between healthy and not-so-healthy.  Sometimes the girls working there aren't "
L0jv8c2FbpWSlfNC6bbUEA,IDtLPgUrqorrpqSLdfMhZQ,5.0,2016-10-13 22:50:47,"What a great addition to the Funk Zone!  Grab a bite, grab some tastings, life is good. Right next door to the Santa Barbara Wine Collective, in fact it actually shares the same tables.  We had a fabulous savory croissant."
rj0asGlfKjlXH6iEgu-jdw,LfYUOclwLs_SPrNAdKMjsw,5.0,2013-11-14 04:02:52,Nice relaxing place to get a massage! Same day appointments are easy to come by! I have never been disappointed with any therapist I have had at the Center!
pHwbdway4yeI-dSSmZA7-Q,PY9GRfzr4nTZeINf346QOw,4.0,2017-09-20 16:16:47,We checked in around 2:30 pm.  Check-in was quick and easy with complimentary valet parking (always appreciated).  The Peppermill is huge and reminded us of the Caesars Palace in Las Vegas.  They have around eight restaurants on site offering almost any type of food you could want.  The casino area 
JBWZmBy69VMggxj3eYn17Q,kq5Ghhh14r-eCxlVmlyd8w,5.0,2018-08-23 21:39:38,"My boyfriend and I tried this deli for the first time today. I had a turkey, avocado & bacon panini and he ha a buffalo chicken wrap. We will definitely be returning. The wait for food wasn't too long, which is always appreciated during lunch hour. There was SO much to choose from. They have salads,"
E9AB7V4z8xrt2uPF7T55FQ,Zx7n8mdt8OzLRXVzolXNhQ,5.0,2018-04-27 23:03:21,Amazing biscuits and (fill in the blank). Great cocktails too. Highly recommended. A bit busy though.
mO398Ed5dpv1H5ZsKc8KXw,hKameFsaXh9g8WQbv593UA,4.0,2015-04-15 15:30:48,Food was good- atmosphere/decor is like a fishing lodge- menu is someplace between outback & bonefish. Went on a Groupon & all 3 of our meals & calamari appetizer that we ordered were cooked perfectly- we will def be back.
RB8UpF_kT2xoOC51OzXEeA,A2q7d-CBM2-81tVkmS4JMw,2.0,2017-07-08 18:58:42,"Straight to the point, it's cheap, it tastes and feels cheap  The good: price, location, dessert (edible food items are: baked chicken, fried chicken, mashed potatoes, Salad bar lol, meat and cheese bar, ravioli, pizza) also our waitress was bomb af  The meh: behind counter meat slicing station, shr"
YcLXh-3UC9y6YFAI9xxzPQ,oBhJuukGRqPVvYBfTkhuZA,4.0,2015-03-05 03:37:54,"The only reason I didn't give this restaurant a 5 star rating, is because of one single pretentious waiter. As a 4 night guest at Hotel Palomar, the location of the restaurant is an obvious plus. The first night of my stay, I met a coworker in the restaurant for a cocktail. When we arrived, the host"
qGQvUHmC02PAZW3H1WTIfw,eaJCpC6IhYphj7bwCDHTwQ,5.0,2015-08-30 13:41:47,"Stopped by after a Sunday morning walk in the park - great food, coffee customer service - love the vibe in here"
jC-fGfx-YLqxVBcyTAd4Pw,W4ZEKkva9HpAdZG88juwyQ,3.0,2013-12-29 02:37:42,"In a word... ""OVERRATED!"".  The food took forever to come out.  The burger was WAY overcooked (Especially when I ordered it Medium Rare) and the Seafood Jumbalaya was Decent.  Not worth the price.  There are better places to eat in the french quarter.  It was not horrible, but for everything that we"
ra9fNjYUumKp_iaqv-jjDg,jTI5Xjk27An8ceJ6VwpXiQ,4.0,2013-08-15 15:57:09,"Comfortable bed, good breakfast, fast internet, great location, and low price. Overall I was really impressed with this place. However, if you stay on the top floors you may be waiting up to 15 minutes for an elevator in the morning."
Ki90-hauSIfW_7sBuBBqfA,j8JOZvfeHEfUWq3gEz6ABQ,2.0,2014-06-11 14:55:14,"NEVER AGAIN. This is a so called restaurant that does nothing that a restaurant should other than prepare food, because the rest is done by the patron. Want water? Get up and go across the yard to get it. Want a drink, walk up a flight of stairs and pay cash. Want to sit in a dirty yard in dirty law"
TcCcHzc3L6Aboq3DteEfZA,jNL5KUPz2-tHUJM__ysSaw,1.0,2014-08-24 20:14:12,If you want to pay for everything a la carte this is the place for you.   Food wasn't terrible not impressive. They brought a basket of chips and some tomato sauce which I asked politely for something spicier and some pico de gallo.  She brought them happily to me and the salsa was much better.  Whe
A4n4YaE-owOVgTQcrVqHUw,I6L0Zxi5Ww0zEWSAVgngeQ,4.0,2018-07-07 20:50:12,The cafe was extremely cute. We came at 8am and they even had a jazz band playing at that time. I got the breakfast sandwich and it was delicious. I loved how they rolled the egg and put the bacon pieces inside. Great price for a filling breakfast!
cvQXRFLCyr0S7EgFb4lZqw,EtKSTHV5Qx_Q7Aur9o4kQQ,5.0,2009-10-14 01:15:04,"On a scale of one to things that are awesome, this place is the bomb.   I was drawn in by the promise of the duckfat frenchfries. Took the boy for his birthday and put our name in, had a drink around the corner while we waited and were given seats at the bar after about 45 minutes.   We were waited "
yCbzm_d4cHpfUX00Ljvgmg,SSZDGl2J-CEyIzuIbEiYNQ,2.0,2017-09-08 23:20:19,"We started with the artichoke dip, big mistake. It was cold and the chips were stale. Mentioned to our waitress, but nothing came of it.  We ordered a large pizza, thin crust which after adding toppings it was a bit pricey for pizza.  Pizza was ok, not great. Except for not being our advocate our se"
r2IBPY_E8AE5_GpsqlONyg,VJEzpfLs_Jnzgqh5A_FVTg,4.0,2014-04-01 13:05:18,"It was my fiance's birthday and he decided he wanted a good, laid back Thai restaurant for dinner. Yelp steered us in the Jasmine Rice direction, and it was definitely a good decision. We wanted the summer rolls, which were on the menu, but apparently will not be available until summer, so we settle"
cejwyz1Hn1yQ-v2m9PAovQ,GILL0ZkvVXJaNQzYRXfMQw,5.0,2012-10-08 19:32:44,I absolutely love Courtney! She is hands down the best hairstylist I have ever had. The reason I think she is so great is that she knows what will look best on me and over the past year has understood my limits for styles. I always go into the salon and tell her to cut my hair how she thinks will lo
QDY_xE91MY9O-nzn56yHxQ,TyOe_EcbyAWMmPgg_ILwHQ,3.0,2012-05-29 12:16:46,"I've been to this location many times when I lived in the area and although it is a chain and not exactly sexy, it does the job on many occasions.   If you need an oil change, this place is ok, if you need a state inspection this place does it.   The key is getting there when they are not busy or el"
rV6AWGN4rYORMQY8dVP41g,0ICfbEImE0gUZc4kSZ7QHg,5.0,2013-11-14 04:58:09,Replaced 2 old 70s lennox with 2 new ones.  They did a great job and have been runnong for 3 years now.
EoN2xyKvTTn9B-z1grhYxw,oJ4ik-4PZe6gexxW-tSmsw,4.0,2016-10-26 15:29:56,"I love the Brewpub for their variety of dishes.  Nachos, pizza and sandwiches.  Variety of beers to choose from crafted right on sight.    Every time we go, the service is slow.  I think it's just the pace of the restaurant.  It's never a quick beer and a bite of food.  Instead, enjoy the patio and "
2u5Skti5mZam_-XTKPelvA,qO9dNNIvNbCBd8ZgjxMxgQ,5.0,2017-04-08 00:33:11,"Farmhouse, rustic, chic.Helpful staff with great ideas to decorate your home. Prices reasonable. Store has items from Joanna Gaines ( Fixer Upper) and much more. Finally a good home store in SB with reasonable prices."
mCVyppNwK2qPOJHXgs0p2Q,NQSnr4RPUScss607oxOaqw,5.0,2016-05-19 06:10:14,"My brother came to visit and we wanted to pick up a six pack of good beers for a night in. Ended up staying and having a few while playing their Nintendo 64 (Super Smash Brothers, which the owner said was donated by fellow patrons). It's a great place with good food and genuinely nice people. Should"
dzNxNW9XpJiECE-bKATezw,6LCZLGa09Qifn6rG7-DNrg,4.0,2015-02-16 07:20:16,My go to menu is coconut soup and pad thai with protein. I tried same menu here.  Actually really like their coconut soup. They used enough amount of coconut milk that soup was really creamy and wasn't over powering with herb. I am so used to Americanized thai cuisine that I prefer less herb on my d
nAE4IGJMRxDfas0qYabMWw,7wQEzj-0yOpLiANNLuUflQ,4.0,2016-10-26 16:35:21,Excellent service! Great diner food and breakfast is served all day. Came here for lunch- they were busy but very friendly and hospitable. Easy to get to off the 295.
DWbmJF84jRrGaJRmlSSnYQ,SIoCIxjn4jLt2O-4DajWJw,4.0,2015-11-18 17:47:29,"My go-to spot on a Saturday night! I was real bummed that lucys closed, but was pleasantly surprised by this bar just across the street! Their food is better than expected. I always get wings and fries. (be careful of the wtf sauce though) Sometimes it takes a real long time to get the bartenders at"
4zopEEPqfwm-c_FNpeHZYw,SZU9c8V2GuREDN5KgyHFJw,5.0,2016-05-31 02:14:54,"We were a bit weary about trying the Shellfish Company on the Wharf as more often than not, many places like these (see Cannery Row, Monterey) feast on a captive audience and provide sub-standard fare at high prices.  However, emboldened by the perennial good reviews on Yelp, we suppressed our initi"
-7LkjSPzfVgnVpuVuRuOow,2GYg3liJ9-m6Z67L_4_BRQ,5.0,2008-12-03 04:13:43,"I LOVE Weaver's Way and really disagree with some of the content in previous reviews. WW is not necessarily meant for convenience shopping. I am a single woman and I find that I have no trouble shopping at the co-op, during peak times or otherwise. I actually find the co-op to be a great place to sh"
67cGcRrS0jTvB8p7rpaPew,oQ5CPRt0R3AzFvcjNOqB1w,3.0,2016-01-17 13:26:19,Honestly the food doesn't knock my socks off but other people seem to love this place. I go because my husband likes it as for me I'd rather go to a different BBQ spot. I guess it also depends on what you order.
qdzNocGBnh8U-cvE_N8qbA,pAgtmlIGqFYaWdBoCUeitw,1.0,2012-12-04 02:40:49,"The TV shows are $4.99 and they have commercials! What a cheesy way to make money and a sign of a less than classy hotel, particularly when you pay more than $150 a night.  And there is NO complimentary breakfast, just an overpriced buffet, something even the cheapest hotels in California provide."
Ti6y48ya3syOndm7teSjcg,O8BBn8lry8lLoIFmChceGg,5.0,2014-08-10 23:56:17,I stopped here because it was by the hotel I was staying in. The guys working at the shop were super nice and friendly. I really like the buy one get one deal they do. I also ordered some hot wings and they were pretty good. They had a ton of sauce on them which is awesome. Next time I come back to 
4KpIldEM-tdnrJLqYzRfZQ,HTqXI5S2XcSlh_ylx9sE6g,5.0,2018-03-23 14:35:33,"I've only had the cannolis here but they are awesome! They're freshly filled when ordered and the filling is phenomenal. Not too sweet, it's perfect. If you like cannoli, if you don't think you like cannoli, you should definitely get one from Termini Bros."
Ad91EzbAGRCR1SwkPfZJKg,WCVFqK84i2H5EClSoow7ZA,5.0,2016-07-21 17:41:18,"Traveling through in our RV, stopped over in Granite City. Found this little gem of a cafe. Upon entering, the staff was very sweet and friendly. This is like home cooking. We ate here twice and all our food choices were fresh, delicious and like we would fix at home. Yum."
fGYcFOHfQL4stYPdD3J47g,PzhPMkaNYiKDTHoTG0r8rw,4.0,2016-09-18 22:43:18,After 3 weeks of working in the area I finally found a place off of Magazine that is not overrated. Friendly staff! Y'all know I love Phò so it's pretty damn good!
Lk21QNbrI_e3nf0GvWSPww,sLgnx_WFCjEoPsS6NwU70Q,5.0,2014-10-27 16:31:37,Our family returned for breakfast again this weekend and the food and service was again impeccable ... Highly recommend
HuWEnZr7-0HveaqXxyywgg,YbnJYHNp_fHbI-hcFg48vQ,5.0,2009-08-03 21:55:27,"The kayaking tour at the Santa Cruz Island was great.  My husband and I had a wonderful time.  Jen, our tour guide, was helpful and informative.  We had a lot of fun exploring the caves.  We didn't expect much but this tour definitely exceeded our expectation."
aAcQibR3zWOvk4atbCM3SA,Zi-F-YvyVOK0k5QD7lrLOg,5.0,2016-09-18 17:05:23,Definitely recommend for anyone looking for a delicious meal at a reasonable price. The shrimp and goat cheese crepes are a must have!
-up4mW6WdqzGrRh7t_pLmA,EpREWeEpmR8f1qLHzzF0AA,5.0,2011-11-30 06:58:36,"After living in the STL area for way over 10 years now, I am both ashamed and remorseful to admit that I ate here for the FIRST time just a few weeks ago. I am ashamed because it's a St. Louis tradition and remorseful because I missed out on it for so..many...years!   This place is amazing. What is "
PDHRlnEdkEcwATry4w71PQ,Wy8Hswf2cLQGRZN6armkag,1.0,2011-08-24 23:07:08,"If I could give it a zero, I would. I order a plain hamburger, and realized they put  bacon in it (which I am allergic to and unable to eat) after two bites. When I went back to the drive-through window to complain (didn't realize the actual restaurant was open--it was almost 2 after all...), the gu"
EZarjNNbO_2yH1Xbizog9g,pR8u8hXf1vvzoAGOoKHQqQ,5.0,2016-08-25 17:17:46,"First time here and they did a great job, very satisfied with the car wash  and the service I received. Thank you"
ymhbOMW63B_vGaRFR3XT0A,5Ce3lZksYVkCbrihqylVHQ,5.0,2014-07-25 17:56:26,"I just started going to Sushi Nara this month (they opened just a short time ago).  I love this place; it is clean, the staff are friendly and acommodating, and the service is fast.  The sushi is always delicious ((I've been here 3 times) and the prices are reasonable. In fact, this week my husband "
5GGfWhVGmubQLmbVbye8vw,AgbRp5NLsP1-J1fdg6Hdcw,5.0,2017-05-13 17:15:09,Awesome little shop.  The owner really knows his stuff and you can tell he loves his work.  They have tires and other parts you won't find anywhere else.
_UYXYxRRnZtH-dNJZEkMQQ,lpfrjbjIWC0BNZThaSDMLw,5.0,2015-12-21 00:17:29,"Been here so many times before and all I can say is the food is really good. A hidden gem in Florissant, it has the best Panang curry around. Haven't been to their sister restaurant yet, but I can't seem to want to move on when I am always so satisfied with their fare here."
zRIH5eDA2GbynjZPrk8dDg,jLerIZFpe25jOUf722qzBA,3.0,2011-03-20 12:44:20,"My food only merited maybe two stars but I will give an extra star because I like the menu (and will try more of it) and their design and concept.  Sadly though, my tomato-basil soup tasted kind of like a weak marinara and my tuna melt type sandwich had a very sharp, off-putting flavor.  It was citr"
5obXxR0b94b5q6j1zYCAzw,aY_n9RSaD2Yw09jSFFePew,1.0,2017-08-16 15:43:19,"We visited once and were very disappointed in my veggie pizza and my husband's sub sandwich.  The tomato sauce was not tasty, and they did not use enough cheese on my pizza.  The dough looked and tasted like it was prepared by a machine.  Perhaps they have improved, but we are not in any rush to try"
RGV9GWhAAfAAlYyd4vho7g,3ZynJ94VpIdDlaArmEp2Rg,3.0,2013-10-03 16:24:30,"A couple friends and I stopped by for some late night milkshakes and found ourselves at More Than Just Ice Cream. Well, we just got ice cream...not fully taking advantage of what the name implies, but maybe next time.  3 milkshakes: 1 coffee, 1 chocolate, and 1 black&white malt.   All were pretty go"
7rCsR3SARVF3vXNiw_Csgg,9gObo5ltOMo6UgsaXaHPWA,5.0,2016-09-06 03:04:24,"My husband and I took my mother here for her 100th birthday! We can't say enough about the treatment we received: from a great table and view, to delicious ""compliments of the chef"" extra dishes, to a beautifully decorated cake plate, to the warm and attentive servers. It was much more than we expec"
DOeEDBfsrNph0ktNkYYFnQ,9OtFX3YzG5keaUMOWU1imA,5.0,2014-05-26 01:56:19,Man. This place is nice. The bartender was awesome. Try the burger. It's fresh with all local ingredients. The plates of food I saw come out looked amazing as well.   The beer is cold. The drinks are mixed perfectly.  This is not a chain restaurant but a dedicated local place with good employees.
JzBhoRVecH9pO0BBiJNQqw,b7V_5q22_eTeHlYzq1bpFw,3.0,2017-01-02 04:12:17,"I visited this restaurant 4 times during my 5 days stay. Crazy, right? Here are a list of reasons/pros:  - We were staying a nearby hotel. - The restaurant opens 11 - 10:30 pretty much every day including new year's day so it fits into our schedule. - If you are a party of two, chances are you get s"
meGaFP7yxQdjyABrYDVeoQ,cg4JFJcCxRTTMmcg9O9KtA,1.0,2018-02-11 03:11:20,"Skip this train wreck if you are looking for dinner.  Our server was clueless...like we seriously thought she was lost in the restaurant.  Had to ask for setups, water refills, etc.  Ordered chicken parmesan and got eggplant parmesan instead with a fish bone in it.  The drinks were good."
5M9fBQINWamyQPdJ7OQkeA,iD25g7vUG3asELjXtMGF9w,2.0,2012-12-04 02:14:36,"Meh is all I can say for TDS. The restaurant itself is just cold.... not literally, but figuratively. There was no decor, no menu boards, stainless steel prep tables as dining tables, no soda machines, staff EVERYWHERE with no identification (shirts, nametags, etc). The food is reasonably priced and"
gmVABJ9ctuispKPC7S1AeQ,rJzLJL33mFyrM_90kAQKuw,5.0,2017-12-02 18:40:48,"I'm so incredibly happy with our pictures! Angela Clifton Photography have worked with us 3 times and we have been happy with every single picture that was taken! Not only are the photos fabulous, but we had such a fun experience. The price is extremely reasonable and the pictures will be a keepsake"
tXHWJWnTdrraHGUqaPWj3g,S2Ho8yLxhKAa26pBAm6rxA,4.0,2018-05-19 01:14:05,Enjoyed my fish out at a sidewalk table.  A bit pricey but food was good.  Go to Side street in French quarter if u want quieter dining outside.
GK5JEpizD-nDGXsJUYVLTg,6JFTijOMHB46yBoyVOjPCA,4.0,2015-08-30 16:48:31,The court house is very old and the art is great. The spiral staircase is funny. One can get view of entire city from 5th level. The tower clock room is really surprising with all mechanical gears inside!! You need a prior appointment to get into clock room. Worth spending 2 to 3 hours of time here.
r1tPwFMILy0COeEQ-B3YLw,8xM8akbQhHDQdJO1sPMB1A,5.0,2018-07-26 09:15:30,"I had the pleasure to meet with Ann today and not only was she extremely helpful and so positive, she went above and beyond to make my 1st experience here amazing and made it a absolute regular customer from this day forward. Thanks girlie!!"
byblHsbxiqb1pC1cuSfslA,18eWJFJbXyR9j_5xfcRLYA,4.0,2011-10-28 03:43:05,This is the first time I tried this place and  I was surprisingly surprised. I had a combination dinner pad Thai and coconut soup. The soup was very tasty as I never had coconut soup before. The pad Thai was exactly what I was expecting and it did not disappoint. The restaurant had great Thai decor 
xumAI7br1X67OY_bU_Yqhg,X_E7U2lVNEwbH_gpOBmAHQ,5.0,2017-06-17 17:46:55,"This place was so chill and relaxing. When I come back it'll definitely be in my list if stops. Not to mention the artist performing was fun and eclectic  (I mean really, a country version of ""Let It Go"", what's not to love?)"
fC415u9adP0Xtamme7hcCw,f-WhNOSwN1aB4nRFekf01g,4.0,2015-03-19 00:30:09,"Id you haven't been to the Smoothie King center since it was know as the New Orleans Arena, you are in for a nice surprise. The arena has had a face lift and, while the seats are the same,  everything else has been refreshed.     Most importantly,  the food options are far more varied and appeal to "
onlgwy5qGDEzddsrnIvtWg,W7NxQw8UYFR0HLPrI08tvw,4.0,2012-02-01 14:21:25,"Don't know what it is but If my tummy's feeling icky, I can count on Chipotle's stake to fix me up. I just have to remember not to go during full on lunch time. I usually go between 2 & 4 when it's peaceful and calm. Busy or not the service is always friendly and fast!"
